"","Time","Location","Type.of.bomb","Damage.or.other","lat","lon","district"
"636",1940-09-07 20:56:00,"Bessemer Road, Camberwell, SE5, London, UK","EB","Kings College Hospital, main entrance and casualty ward damaged.",51.4691203,-0.092427,"Lambeth"
"637",1940-09-07 20:56:00,"88 Kennington Park Road, Se11, London, UK","IB","Minor fire and explosion damage",51.4895121,-0.1047305,"Lambeth"
"638",1940-09-07 20:57:00,"Westwood Park, Forest Hill, SE23, London, UK","IB","IB on enclosed ground",51.43625515,-0.0557129906373101,"Lewisham"
"639",1940-09-07 20:57:00,"Richmond Park, Roehampton, SW15, London, UK","IB","10x10 grass damaged",51.4450806,-0.248854448005386,"Richmond upon Thames"
"640",1940-09-07 20:57:00,"9 Colworth Grove, Browing Street, SE17, London, UK","IB","storeroom on ground floor damaged",51.5206503,-0.107845,"Camden"
"641",1940-09-07 20:57:00,"Hayles Stret. St. George's Road, SE11, London, UK","IB","2x1 paving damage",51.495515,-0.102844,"Southwark"
"642",1940-09-07 20:57:00,"Colworth Grove, Browinging Street SE17, London, UK","IB","2x1 paving damage",51.51668385,-0.119367379230241,"Camden"
"643",1940-09-07 20:57:00,"Browning Street, SE17, London, UK","IB","2x1 paving damage",51.490099,-0.09458,"Southwark"
"644",1940-09-07 20:57:00,"42 Braganza Street SE17, London, UK","IB","IB in yard",51.4874007,-0.1037912,"Southwark"
"645",1940-09-07 20:57:00,"77 Brook Drive, SE11, London, UK","EB","Buildings damaged",51.4935672,-0.1032337,"Southwark"
"646",1940-09-07 20:58:00,"4g, Chapter Strret, Westminster SW1, London, UK","IB","4x2 roof damage",51.513263,-0.089878,"City of London"
"647",1940-09-07 20:58:00,"22 Horniman Drive, Forest hill, SE23, London, UK","IB","Back room on 1st floor and contents damaged",51.4444656,-0.0581185,"Lewisham"
"648",1940-09-07 20:58:00,"71 Casewick Road, West Norwood, Se27, London, UK","IB","2x1 grass burned in garden",51.4303374,-0.1065802,"Lambeth"
"649",1940-09-07 20:58:00,"96 Longley Road Tooting, SW17, London, UK","IB","15x4 timer and iron store damaged",51.4201203,-0.1628813,"Wandsworth"
"650",1940-09-07 20:58:00,"125 Wavertree Road, Streatham hill, SW2, London, UK","IB","6x4 fence damaged",51.5941171,0.0264386,"Redbridge"
"651",1940-09-07 20:59:00,"Morval Road, Brixton, SW2, London, UK","IB","Lambeth Borough Council, Ib burned out in street",51.4559684,-0.1130116,"Lambeth"
"652",1940-09-07 20:59:00,"Barrow Road, Streamtham, SW16, London, UK","EB","South Met Gas, Wandsworth Borough Counciland Met Water Bourd Buildings. Roadway damaged, gas and water mains fractured. 30x5 brick wall damaged",51.3600942,-0.1128942,"Croydon"
"653",1940-09-07 20:59:00,"Barrow Road, Streamtham, SW16, London, UK","EB","South Met Gas, Wandsworth Borough Counciland Met Water Bourd Buildings. Roadway damaged, gas and water mains fractured. 30x5 brick wall damaged",51.3600942,-0.1128942,"Croydon"
"654",1940-09-07 20:59:00,"Barrow Road, Streamtham, SW16, London, UK","EB","South Met Gas, Wandsworth Borough Counciland Met Water Bourd Buildings. Roadway damaged, gas and water mains fractured. 30x5 brick wall damaged",51.3600942,-0.1128942,"Croydon"
"655",1940-09-07 20:59:00,"Bladen Court, Barrow Road, SW16, London, UK","EB","South Met Gas, Wandsworth Borough Counciland Met Water Bourd Buildings. Roadway damaged, gas and water mains fractured. 30x5 brick wall damaged",51.3600942,-0.1128942,"Croydon"
"656",1940-09-07 21:00:00,"Crescent Grove, Clapham, SW4, London, UK",NA,"Suspected presence of IB",51.3969666,-0.1736337,"Merton"
"657",1940-09-07 21:00:00,"29 Tyrell Road, East Dulwich, SE2, London, UK","IB","Back room on 1st floor and contents damaged",51.454321,-0.074579,"Southwark"
"658",1940-09-07 21:00:00,"Garratt Lane, Tooting, Sw17, London, UK","IB","6x4 roof damaged",51.428095,-0.168108,"Wandsworth"
"659",1940-09-07 21:00:00,"71 Graveney Road, tooting SW17, London, UK","IB","back rooms 1st floor damaged",51.4296745,-0.17013561533023,"Wandsworth"
"660",1940-09-07 21:00:00,"Brook Drive, Se11, London, UK","IB","2x1 paving damage",51.493983,-0.106606,"Lambeth"
"661",1940-09-07 21:00:00,"Brook Drive, Se11, London, UK","IB","3x2 paving damaged",51.493983,-0.106606,"Lambeth"
"662",1940-09-07 21:00:00,"6 Boulcott Street, E1, London, UK","IB","Timber shed, 8x7 used as store damaged with contents",51.5125748,-0.0421674,"Tower Hamlets"
"663",1940-09-07 21:00:00,"Burdett Road, E3, London, UK","IB","10x8 wooden hoarding damaged",51.5176649,-0.0299186,"Tower Hamlets"
"664",1940-09-07 21:01:00,"12 Kingsmead Road, Streatham, SW16, London, UK","IB","4x2 roof damage",51.4374623,-0.1131042,"Lambeth"
"665",1940-09-07 21:01:00,"Turguand Street, Walworth, SE17, London, UK","IB","2x1 roof damage",51.4904137,-0.151740959302071,"Westminster"
"666",1940-09-07 21:02:00,"Georgette Place Greenwich SE10, London, UK","EB","South Met Gas Company: Gas destroyed and carriage way (15x10)",51.47634,-0.007928,"Greenwich"
"667",1940-09-07 21:02:00,"47 Orient Street, Kennington SE11, London, UK","IB","Motor garage, 80x60 one floor building, 2/3 content damaged",51.4945113,-0.1053625,"Southwark"
"668",1940-09-07 21:03:00,"41 Church Road, Brixton, SW2, London, UK","IB","IB in yard",51.4621651,-0.2989691,"Richmond upon Thames"
"669",1940-09-07 21:03:00,"Turner's Rd, London, UK
Tower Hamlets, London E3, London, UK","IB","1x1 paving damage",51.5167652,-0.0322597,"Tower Hamlets"
"670",1940-09-07 21:03:00,"Acland Street and Acland Street Streatfild Street, London, UK","EB","20x15 roadway and paving damage",51.513263,-0.089878,"City of London"
"671",1940-09-07 21:04:00,"St. Paul's Road, Islington, n1, London, UK","IB","front room on third floor damaged, including roof and ceiling",51.5338122,0.077007,"Barking and Dagenham"
"672",1940-09-07 21:05:00,"Harrow Road, w2, London, UK","EB","gas mains and 20x 20 of paving destroyed",51.5593475,0.0133062,"Waltham Forest"
"673",1940-09-07 21:05:00,"42 Norman Road, Greenwich, SE10, London, UK","EB","Wharfingers, 30x20 quayside damage",51.56184085,0.00363422489540749,"Waltham Forest"
"674",1940-09-07 21:05:00,"293 Leighham Court Road, Streatham, SW16, London, UK","IB","4x3 grass burned",NA,NA,NA
"675",1940-09-07 21:05:00,"218 Leigham Court Road, Streatham, Sw16, London, UK","IB","5x3 of lath and plaster, ceiling damaged by fire and . First floor and rest of ditto anf contents damaged",51.4290681,-0.114382,"Lambeth"
"676",1940-09-07 21:06:00,"190 Underhill Road, East Dulwich, SE22, London, UK","IB","Back room on 2nd floor and contents damaged",51.4519335,-0.0653884,"Southwark"
"677",1940-09-07 21:06:00,"Garratt Lane, Tooting SW17, London, UK","IB","R.E Gordon Printing shop. Office damaged",51.428095,-0.168108,"Wandsworth"
"678",1940-09-07 21:07:00,"Crownstone Road, Brixton, SW2, London, UK","IB","IB on road",51.4569568,-0.1150748,"Lambeth"
"679",1940-09-07 21:09:00,"Longfellow Road e3, London, UK","IB","2x1 paving damage",51.575715,-0.0253781,"Waltham Forest"
"680",1940-09-07 21:10:00,"110 Kimberlet Avenue, Camberwell SE15, London, UK","IB","Back room on 1st floor and contents damaged",51.46646265,-0.0326366500000026,"Lewisham"
"681",1940-09-07 21:10:00,"Riverside Greenwich SE10, London, UK","IB","Dumb barge Cabden, Elizabeth, Hallett. D. H. Hallett & Co. Pipers Wharf, Riverside Greenwich SE10. Three vessels each 60 tons gross (unladen) slightly damaged by fire.",51.4934438,0.0247335,"Greenwich"
"682",1940-09-07 21:10:00,"Parkhouse Street, Peckham, SE15, London, UK","EB","7 Private houses damaged",51.4808296,-0.0869693,"Southwark"
"683",1940-09-07 21:10:00,"Maudsley Hospital, Denmark Hill, Southwark, London SE5 8AZ, London, UK","IB","IB in grounds",51.4673606,-0.0909627,"Lambeth"
"684",1940-09-07 21:10:00,"1 Uffington Road, West Noorwood, SE27, London, UK","IB","2x1 roof damage",51.4302805,-0.1118377,"Lambeth"
"685",1940-09-07 21:10:00,"900 Garratt Lane, Tooting, SW17, London, UK","IB","Scullery on 1st floor damaged",51.4292961,-0.172235668941398,"Wandsworth"
"686",1940-09-07 21:10:00,"112 Downton Avenue, Streatham Hill, SW2, London, UK","EB","2 houses damaged",51.4395957,-0.1210579,"Lambeth"
"687",1940-09-07 21:10:00,"Hillside Road, Tulse Hill, SW2, London, UK","IB","Artisians and General Dwelling Ltd. Tennis net damaged",51.4410956,-0.1129515,"Lambeth"
"688",1940-09-07 21:12:00,"52 Palace Road, Tulse Hill, SW2, London, UK","IB","IB burned out in garden",51.45886655,-0.0714570995292662,"Southwark"
"689",1940-09-07 21:12:00,"Leigham Courrt Road, Streatham SW16, London, UK","IB","IB burned out in garden",51.428709,-0.114467,"Lambeth"
"690",1940-09-07 21:13:00,"45 Furthergreen Road, Catford, SE13, London, UK",NA,"unexploded bomb on enclosed ground at rear of premises",51.45009475,-0.0182874370715357,"Lewisham"
"691",1940-09-07 21:13:00,"4 Knatchbull Road, Camberwell, SE5, London, UK","EB","20x6 feet of brick wall damaged",51.4747411,-0.0964289,"Southwark"
"692",1940-09-07 21:13:00,"20 County Grove,  SE5, London, UK","EB","Our Lady of Mercy Convent: Building damaged",51.4754544,-0.0987237,"Southwark"
"693",1940-09-07 21:13:00,"County Grove SW5, London, UK","EB","Lambeth Borough Council, 10x6 paving damage",51.4754544,-0.0987237,"Southwark"
"694",1940-09-07 21:13:00,"County Grove SW5, London, UK","EB","South Met Gas. 4"" main fractured",51.4754544,-0.0987237,"Southwark"
"695",1940-09-07 21:16:00,"Longfellow Road e3, London, UK","IB","2x1 paving damage",51.575715,-0.0253781,"Waltham Forest"
"696",1940-09-07 21:21:00,"Sandmere Road, Clapham, SW4, London, UK","IB","IB burned out in street",51.4623679,-0.1249026,"Lambeth"
"697",1940-09-07 21:29:00,"Acre Lane, Brixton, SW2, London, UK",NA,"IB on road unignited",51.4596544,-0.1229503,"Lambeth"
"698",1940-09-07 21:32:00,"22-24, Pllumstead Road, Plumstead SE18, London, UK","IB","two buildings damged",51.4302336,0.126336388163262,"Bexley"
"699",1940-09-07 21:32:00,"29-65 Haddo Street, Greenwich SE10, London, UK","EB","18 cottages damaged",51.4808618,-0.0136165,"Greenwich"
"700",1940-09-07 21:32:00,"253 Leigham Court Road, Streatham, SW16, London, UK","IB","H. Day & Sons Furniture depositories: IB on road",51.4379321,-0.1266325,"Lambeth"
"701",1940-09-07 21:34:00,"Flat 5, 17, Cranworth Gardens, Brixton, SW9, London, UK","IB","6x4 roof damaged",51.4756781,-0.1140096,"Lambeth"
"702",1940-09-07 21:35:00,"Clinton Road, Tower Hamlets London E3, London, UK",NA,"Many buildings and contents in these thoroughfares damaged",51.5520902,0.0224089,"Newham"
"703",1940-09-07 21:37:00,"Southwark, London SE1, London, UK","IB","2x1 paving damage",51.50588705,-0.0966647989599249,"Southwark"
"704",1940-09-07 21:37:00,"Newington Causeway, London SE1, , London, UK","EB","30x20 roadway damaged",51.495705,-0.100347,"Southwark"
"705",1940-09-07 21:40:00,"Caldwell Street, Brixton SW9, London, UK","EB","26 private houses damaged",51.4768909,-0.1137905,"Lambeth"
"706",1940-09-07 21:40:00,"Caldwell St, London, UK
Lambeth, London SW9, London, UK","EB","20x20 roadway damaged",51.47696,-0.114802,"Lambeth"
"707",1940-09-07 21:40:00,"Caldwell St, London, UK
Lambeth, London SW9, London, UK","EB","South Met Gas. 4"" main fractured",51.47696,-0.114802,"Lambeth"
"708",1940-09-07 21:40:00,"157 Ernest Street, E1, London, UK","IB","Top floor damaged",51.5212984,-0.0433379,"Tower Hamlets"
"709",1940-09-07 21:41:00,"Emmett Street E14, London, UK","IB","2x1 paving damage",51.513263,-0.089878,"City of London"
"710",1940-09-07 21:42:00,"Odessa St, Southwark, London SE16, London, UK","IB","2 dumb barges sverely damaged",51.497968,-0.033732,"Southwark"
"711",1940-09-07 21:46:00,"Bazeley Street, Poplar E14, London, UK","IB","Number of IB burned out on road",51.513263,-0.089878,"City of London"
"712",1940-09-07 21:50:00,"4 Southey Road, Brixton SW9, London, UK","EB","3 private houses damaged",51.4169401,-0.1973407,"Merton"
"713",1940-09-07 21:50:00,"Southey Road, Brixton SW9, London, UK","EB","20x20 roadway damaged",51.4762426,-0.1135518,"Lambeth"
"714",1940-09-07 21:50:00,"Southey Road, Brixton SW9, London, UK","EB","South Met Gas. 4"" main fractured",51.4762426,-0.1135518,"Lambeth"
"715",1940-09-07 21:51:00,"146-150, Brixton Road, SW9, London, UK","EB","3 private houses damaged",51.4753040219048,-0.112860404117184,"Lambeth"
"716",1940-09-07 21:51:00,"Brixton Road, Brixton SW9, London, UK","EB","15x15 roadway damaged",51.4647997,-0.1141402,"Lambeth"
"717",1940-09-07 21:51:00,"Brixton Road, Brixton SW9, London, UK","EB","South Met Gas. 4"" main fractured",51.4647997,-0.1141402,"Lambeth"
"718",1940-09-07 21:51:00,"Pratt Walk, London, UK
Lambeth, London SE11, London, UK","EB.and.IB","Owned by, Met. Police and Southern Railway. Range of 3 floor buildings, 300x200, used as garages and stores",51.494846,-0.117042,"Lambeth"
"719",1940-09-07 22:00:00,"Tunnel Avenue, Greenwich, SE10, London, UK","IB","Dumbarge ""Alice"" Humphery and Grey. A vessell of about 75 tons, laden with timber, severely damaged by the fire and submergedand 20x15 of wooden quay slightly damaged",51.489445,0.008867,"Greenwich"
"720",1940-09-07 22:00:00,"56 Rogers Road, Tooting, SW17, London, UK","IB","IB in yard",51.4300875,-0.168817867883012,"Wandsworth"
"721",1940-09-07 22:00:00,"Deptford Church Street, SE8, London, UK","IB","Rag Merchants, Quantity of stock destroyed.",51.513263,-0.089878,"City of London"
"722",1940-09-07 22:00:00,"18 Hereford Street, Bethnal Green, e2, London, UK","IB","Front room on 1st floor and contents damaged, roof part off (2x3)",51.5240868,-0.0661087,"Tower Hamlets"
"723",1940-09-07 22:02:00,"Devons RD E3, London, UK","IB","2x1 ft of paving damaged",51.52339,-0.0150177,"Tower Hamlets"
"724",1940-09-07 22:03:00,"Cantrell RD E3, London, UK","IB","2x1 ft of tarmac damaged",51.5219695,-0.0261337,"Tower Hamlets"
"725",1940-09-07 22:05:00,"Drawdrock Road, Tunnel Avenue, Greenwich SE10, London, UK","EB.and.IB",""""" """" A building of two floors 50x30, used as workshop and stores severely damaged",51.489445,0.008867,"Greenwich"
"726",1940-09-07 22:05:00,"Lying at Pipers Wharf, Riverside, Greenwich, SE10, London, UK","IB","A vessel of 80 tons laden with general cargo, 1/2 contents damaged",51.504256,-0.026569,"Tower Hamlets"
"727",1940-09-07 22:09:00,"Sandford Street SE14, London, UK","IB","1/4 acre of grass burned.",51.5012808,-0.0926306473172992,"Southwark"
"728",1940-09-07 22:09:00,"Culloden Street, E14, London, UK","IB","Number of IB burned out on road",51.5135991,-0.0077682,"Tower Hamlets"
"729",1940-09-07 22:09:00,"239 East India Dock Road, Poplar, E14, London, UK","IB","Back room on 1st floor damaged.",51.5114835,-0.0106567,"Tower Hamlets"
"730",1940-09-07 22:13:00,"Lower Buoy, Limehouse Reach E, London, UK","IB","5 dumb barges severely damaged",51.4961247,-0.0298446,NA
"731",1940-09-07 22:17:00,"Nunhead Lane, Camberwell SE15, London, UK","EB","A building, owned by wax paper manufacturers, severely damaged by explosion.",51.463827,-0.061768,"Southwark"
"732",1940-09-07 22:21:00,"Lollard Street SE11, London, UK","IB","IB burned out in street",51.491472,-0.111996,"Lambeth"
"733",1940-09-07 22:23:00,"87 York Road, Lambeth SE1, London, UK","IB","IB in grounds",51.4682353,-0.1777384,"Wandsworth"
"734",1940-09-07 22:24:00,"747, Commercial RD E14, London, UK","IB","British Sailors Society-Empire Memorial Hostel for Sailors- 2x1 ft of pathway slightly damaged, breakage in yard",51.513263,-0.089878,"City of London"
"735",1940-09-07 22:30:00,"38 Hundson Road, Newcross SE14, London, UK","IB","Front room on 1st floor severely damaged",51.4725552,-0.0455781242659626,"Lewisham"
"736",1940-09-07 22:30:00,"Greenfield Street, Deptford, SE8, London, UK","Magnesium.Flare","2x1 roadway damage.",51.513263,-0.089878,"City of London"
"737",1940-09-07 22:30:00,"Sandford Street SE14, London, UK","IB","1/4 acre of grass burned.",51.5012808,-0.0926306473172992,"Southwark"
"738",1940-09-07 22:30:00,"20 Hereford Street, Bethnal Green, E2, London, UK","IB","House of 6 rooms and 1/2 of contents severely damaged",51.5240868,-0.0661087,"Tower Hamlets"
"739",1940-09-07 22:31:00,"Silwood Street Rotherhithe Se16, London, UK","IB","IB burned out in street.",51.488752,-0.051098,"Southwark"
"740",1940-09-07 22:31:00,"Island Row E14, London, UK","IB","1x1 ft of paving slightly destroyed",51.5123889,-0.0340105,"Tower Hamlets"
"741",1940-09-07 22:34:00,"Gallions Reach, Woolwich, S.E, London, UK","Unknow.enemy.action","4 dumb barges and contents damaged and sunk",51.5086905,0.0733229262605747,"Newham"
"742",1940-09-07 22:36:00,"Avonley Road, Newcross, SE14, London, UK","EB","South Eastern Hospital, Nurses Quarters and wards Nos. 1 & 10 damaged by explosion. 1 male and 4 females killed. 1 male and 2 femaies injured",51.478873,-0.050414,"Lewisham"
"743",1940-09-07 22:40:00,"47 Ordnance Crescent, Greenwich  SE10, London, UK","IB","Back room on 1st floor and contents damaged",51.5009845,0.0013941,"Greenwich"
"744",1940-09-07 22:45:00,"Berkshire Eoad, Hackney Wick E9, London, UK","IB","Rag and metal merchants- A quantity of stock damaged in yard",51.513263,-0.089878,"City of London"
"745",1940-09-07 22:45:00,"9 Franklin Street, Bromley, E3, London, UK","IB","Back room on 1st floor damaged with contents",50.7184485,-3.5249276,NA
"746",1940-09-07 22:47:00,"Trinity Wharf Buoy, Limehouse Reach. E., London, UK","IB","2 dumb barges, unladen, damaged",51.509648,-0.099076,NA
"747",1940-09-07 22:47:00,"Rotherhithe Wharf, Rotherhithe Street, lower Pool, S.E, London, UK","IB","dumb barge and contents severely damaged",51.509648,-0.099076,NA
"748",1940-09-07 22:47:00,"Rotherhithe Wharf, Rotherhithe Street, lower Pool, S.E, London, UK","Unknow.enemy.action","dumb barge and contents damaged by fire and sunk",51.509648,-0.099076,NA
"749",1940-09-07 22:54:00,"Commercial Dock Pier, Rotherhithe Street, Limehouse Reach, S.E, London, UK","Unknow.enemy.action","8 dumb barges severely damaged",51.24572,-1.45959,NA
"750",1940-09-07 22:54:00,"Commercial Dock Pier, Rotherhithe Street, Limehouse Reach, S.E, London, UK","Unknow.enemy.action","seven dumb barges damaged",51.24572,-1.45959,NA
"751",1940-09-07 22:55:00,"Evelina Road, Camberwell, SE15, London, UK","EB","40x40 one floor building, severely damaged, used as a mission hall.",51.4136392,-0.052559,"Bromley"
"752",1940-09-07 22:55:00,"4 Stangate Street SE1, London, UK","IB","Minor fire and explosion damage",51.513263,-0.089878,"City of London"
"753",1940-09-07 22:56:00,"Victoria Way Charlton, 266, Woolwich Road, Charlton, SE7, London, UK","EB","40x30 roadway severely damged, gas main fractured, 20 private houses danaged",51.481828,0.0308585,"Greenwich"
"754",1940-09-07 22:57:00,"1-9 Seward Street, EC1, London, UK","IB","120x80, range of buildings, contents, roofs and all floors damaged.",51.5260043,-0.0987196,"Islington"
"755",1940-09-07 22:57:00,"114 Lower March, Lambeth, Se11, London, UK","IB","Minor fire and explosion damage",51.55383415,-0.0533711811121337,"Hackney"
"756",1940-09-07 22:58:00,"30 Rashmore Road, Charlton, SE7. 28, London, UK","IB","2 Private houses each with 6 rooms damaged. One male burned to death.",51.513263,-0.089878,"City of London"
"757",1940-09-07 22:59:00,"63, Chancery lane, WC1, London, UK","IB","2x1 roadway damage",51.5175878,-0.1133627,"City of London"
"758",1940-09-07 22:59:00,"4, Southampton Buildings WC1, London, UK","IB","two offices slightly damaged",51.517038,-0.1127439,"City of London"
"759",1940-09-07 23:00:00,"Grays Inn Road WC1, London, UK","IB","anti aircraft shell, unexploded. 2x1 roadway damage, water mains damage",51.5281321,-0.1190709,"Camden"
"760",1940-09-07 23:00:00,"Hollydale Road, Peckham, SE15, London, UK","EB","80x60 three floor building damaged",51.468939,-0.055735,"Southwark"
"761",1940-09-07 23:00:00,"Hollydale Road, Peckham SE15, London, UK","EB","18 private houses damaged",51.468939,-0.055735,"Southwark"
"762",1940-09-07 23:00:00,"66 Hundson Road, Newcross, SE14, London, UK","EB","Bomb burned out in garden",51.464711,-0.032515,"Lewisham"
"763",1940-09-07 23:00:00,"181 Wellmeadow Road, Catford, SE6, London, UK","EB.and.IB","House of eight rooms, back room on groung floor and contents damaged by fire",51.4451794,0.0024166,"Lewisham"
"764",1940-09-07 23:00:00,"Alnwick Road Eltham Se12, London, UK",NA,"quarter of acre of grass burned",51.5117744,0.0341937,"Newham"
"765",1940-09-07 23:00:00,"34 Winn Road Lee, SE12, London, UK",NA,"house of 7 rooms damaged",51.4423015,0.0229642,"Lewisham"
"766",1940-09-07 23:00:00,"31-37 Abernethy Road Lewisham Se13, London, UK",NA,"four houses, each with 6 rooms slightly damaged",51.4580146,0.0011339,"Lewisham"
"767",1940-09-07 23:00:00,"Stonhouse Street, Clapham, SW4, London, UK",NA,"Suspected presence of IB",51.4628707,-0.1364613,"Lambeth"
"768",1940-09-07 23:04:00,"216 Goswel Road, EC1, London, UK","IB","Workshop on ground floor damaged, roof partly off",51.513263,-0.089878,"City of London"
"769",1940-09-07 23:05:00,"Strand WC2, London, UK","IB","2x1 roof damage",51.512337,-0.116791,"Westminster"
"770",1940-09-07 23:06:00,"240 Goswell Road, EC1, London, UK","IB","2x1 roadway damage",51.527928,-0.1007133,"Islington"
"771",1940-09-07 23:08:00,"107-111, Newington Butts, SE11, London, UK","IB","F & Tyler Furniture shop. 3 floor building 180x70, used as showrooms offices  store, damaged and roof off.",51.492483,-0.1015059,"Southwark"
"772",1940-09-07 23:08:00,"133-139 Newington Butts, SE11, London, UK","EB.and.IB","Furniture shop, 3 floor building 90x40 damaged",51.4916264,-0.1027276,"Southwark"
"773",1940-09-07 23:08:00,"141, Newington Butts, SE11, London, UK","EB.and.IB","3 floors and basement damaged. 2/3 of content damaged",51.491145,-0.103156,"Southwark"
"774",1940-09-07 23:08:00,"129-131, Newington Butts, SE11, London, UK","EB.and.IB","50x40 three floors of mens clothing shop damaged",51.4918498,-0.1023581,"Southwark"
"775",1940-09-07 23:08:00,"2-8 Crampton Street, Southwark, SE17, London, UK","EB.and.IB","130x60 three floor building, shops and content damaged",51.4898017,-0.0992662,"Southwark"
"776",1940-09-07 23:08:00,"86-102 Newington Butts, SE11, London, UK","EB.and.IB","10 shops and houses damaged",51.4911036,-0.1031829,"Southwark"
"777",1940-09-07 23:08:00,"147 Walworth Road, SE17, London, UK","EB.and.IB","South East Southwark Conservative and Unionist Association. Club room and ground floor damaged",51.4909951,-0.097418,"Southwark"
"778",1940-09-07 23:10:00,"8-12 Dundas Road Camberwell SE15, London, UK","EB","3 private houses damaged",51.4703705,-0.0552816,"Southwark"
"779",1940-09-07 23:10:00,"105-113 Tyrwhitt Road, Brockley, SE4, London, UK",NA,"Five private houses severely damaged",51.4650128,-0.0243932,"Lewisham"
"780",1940-09-07 23:10:00,"Glenton Road, Leiwsham SE13, London, UK","IB","IB in street",51.459508,0.000105,"Lewisham"
"781",1940-09-07 23:10:00,"Tarn Street, Camberwell, Greater London, SE1, London, UK","IB","2x1 paving damage",51.496317,-0.098223,"Southwark"
"782",1940-09-07 23:10:00,"Braganza Street, Se17, London, UK","IB","IB burned out in street",51.487529,-0.104093,"Southwark"
"783",1940-09-07 23:10:00,"82 Reculver Road, Rotherhithe, SE16, London, UK","IB","Front of house and shop scorched",51.4885858,-0.0482638,"Lewisham"
"784",1940-09-07 23:11:00,"Westminster Bridge, SW1, London, UK","IB","Suspected presence of IB",51.5008769,-0.1227638,NA
"785",1940-09-07 23:11:00,"215-217, Commercial Road, Stepney E1, London, UK","IB","Building of three floors and a shop and house of 7 rooms severely damaged",51.5147082,-0.0588757,"Tower Hamlets"
"786",1940-09-07 23:11:00,"Tynte Street, Homerton E9, London, UK","IB","2x1 roof damage",51.513263,-0.089878,"City of London"
"787",1940-09-07 23:12:00,"Lewisham Hospital, Lewisham , SE13, London, UK",NA,"Bomb splinters",51.4530495,-0.0163314,"Lewisham"
"788",1940-09-07 23:15:00,"Rolt Street, Deptford, SE8, London, UK","IB","IB burned out in street.",51.484412,-0.0330525,"Lewisham"
"789",1940-09-07 23:20:00,"36-38 Cliffview Road, Lewisham SE13, London, UK","EB","2 private houses damaged",51.4617345,-0.0228834,"Lewisham"
"790",1940-09-07 23:20:00,"31 Amelia Street, Walworth Se17, London, UK","IB","Coal Merchants. Timber shed building50x30  used as storeand contents damaged",51.4898296,-0.0979612,"Southwark"
"791",1940-09-07 23:20:00,"Carpenters Rd E15, London, UK",NA,"Waste Rubber Merchants- Some stock in yard and a range of buildings covering an area of about 200x100 feet severely damaged",51.5428849,-0.0200497,"Tower Hamlets"
"792",1940-09-07 23:21:00,"Bedford Road, WC1, London, UK","IB","shop and house of 7 rooms damaged with contents, upper part of house slightly damaged",51.4612169,-0.1292725,"Lambeth"
"793",1940-09-07 23:22:00,"1 Philpot Street, Stepney, E1, London, UK","IB","Coal Merchant-Building of 2 floors about 60x 40 ft (used as workshops, office and store) and contents damaged by fire. Rest of building and contents slightly damaged",51.515306,-0.0587263,"Tower Hamlets"
"794",1940-09-07 23:25:00,"Upbrook Mews, Hyde Park, w2, London, UK","IB","30 private houses damaged by explosion, 1 person killed, 17 injured and moved to hospital",51.508825,-0.163772,"Westminster"
"795",1940-09-07 23:28:00,"Wallis Road, Hackney Wick, E9, London, UK","IB","Sweet manufacturers- A building of 3 floors about 100x 40 ft(used as machine room, work room and store) third floor and contents severely damaged.",51.5437483,-0.025328,"Hackney"
"796",1940-09-07 23:29:00,"2 Leamore St, Hammersmith, w6, London, UK","IB","1st floor landing and contents slightly damaged, roof damage",51.494401,-0.2298965,"Hammersmith and Fulham"
"797",1940-09-07 23:30:00,"140 Dorset House, Marylebone Road, NW1, London, UK","IB","The bomb bured out the 8ths floor verandah",51.513263,-0.089878,"City of London"
"798",1940-09-07 23:30:00,"Baker Street, w1, London, UK",NA,"fire caused by flame falling from aircraft",51.513263,-0.089878,"City of London"
"799",1940-09-07 23:31:00,"Seymour Buildings, Seymour Place, Westminister, London W1, London, UK","IB","Two bombs burnt out roof and back area",51.497991,-0.12875,"Westminster"
"800",1940-09-07 23:31:00,"Addison Road, Kensington, w14, London, UK","IB","4x2 roadway damage",51.4985345,-0.2059417,"Kensington and Chelsea"
"801",1940-09-07 23:31:00,"Railway Arches, Hammersmith Grove, Hammersmith, w6, London, UK","IB","timber shed building and its contents damaged",51.5001854,-0.2281931,"Hammersmith and Fulham"
"802",1940-09-07 23:32:00,"Eade Road, Finsbury Park, N4, London, UK","IB","IB(unignited)",51.5741861,-0.094795,"Haringey"
"803",1940-09-07 23:34:00,"Crawford Street, w1, London, UK","IB","1x1 ft of damage to roadway",51.5430557,-0.2629574,"Brent"
"804",1940-09-07 23:34:00,"Holland Villas Road , Kensington W1, London, UK","IB","4x2 roadway damage",51.5039636,-0.2125708,"Kensington and Chelsea"
"805",1940-09-07 23:34:00,"158 Sussec Gardens, w2, London, UK","IB","bomb burned out on a waste ground",51.513263,-0.089878,"City of London"
"806",1940-09-07 23:35:00,"9 Kensington Palace Gardens, w8, London, UK","IB","4x2 ft of roof damage.",51.50871745,-0.191457105506784,"Kensington and Chelsea"
"807",1940-09-07 23:35:00,"1-15 Haddo Terrace, Greenwich SE10, London, UK","EB","8 houses damaged",51.54880875,-0.0636967464538164,"Hackney"
