original_,original_Location,lat,lon,formatted,housenumber,name,street,postcode,district,county_code,suburb,city,county,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
344,"Knoyle Street, New Cross, SE14, London, UK",51.481612,-0.04156,"Knoyle Street, London, S E14, United Kingdom",,,Knoyle Street,S E14,Lewisham,,New Cross,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
345,"Mornington Road, Bow E3, London, UK",51.6341076,0.001975,"Mornington Road, London, E4 7DT, United Kingdom",,Mornington Road,Mornington Road,E4 7DT,London Borough of Waltham Forest,,Chingford,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
346,"32, Devas Street, Poplar E14, London, UK",51.5231897,-0.0134844,"Devas Street, London, E3 3LN, United Kingdom",,Devas Street,Devas Street,E3 3LN,London Borough of Tower Hamlets,,Poplar,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
347,"45-47 Mile End Road, Stepney, E1, London, UK",51.5205409,-0.0529584,"46 Mile End Road, London, United Kingdom",46,,Mile End Road,,Tower Hamlets,,Stepney,London,Greater London,England,ENG,United Kingdom,gb,0.7,1,1,,,
348,"Spert St, London, UK
Tower Hamlets, London E14 8EB, London, UK",51.5104005,-0.040519,"Spert Street, London, E14 8EB, United Kingdom",,Spert Street,Spert Street,E14 8EB,London Borough of Tower Hamlets,,Limehouse,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
349,"13 Bartham Road, Brockley, SE4, London, UK",51.452888,-0.03953668571428521,"13 Bartram Road, London, SE4 2DQ, United Kingdom",13,,Bartram Road,SE4 2DQ,London Borough of Lewisham,,Honor Oak,London,Greater London,England,ENG,United Kingdom,gb,0.5399999999999999,1,0.7714285714285714,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
350,"Bow Road, Bow E3, London, UK",51.5281444,-0.0229147,"Bow Road, London, E3 2AN, United Kingdom",,Bow Road,Bow Road,E3 2AN,London Borough of Tower Hamlets,,Bow,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
351,"62 Ashton Street E14, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
352,"Cottage Street, Poplar, E14, London, UK",51.5106025,-0.0149553,"Cottage Street, London, E14 0AA, United Kingdom",,Cottage Street,Cottage Street,E14 0AA,London Borough of Tower Hamlets,,Poplar,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
353,"Commercial Rd, Poplar, Greater London E1, London, UK",51.5123002,-0.0294159,"Commercial Road, London, E14 7FL, United Kingdom",,Commercial Road,Commercial Road,E14 7FL,London Borough of Tower Hamlets,,Limehouse,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
354,"51 Lewisham Hill, SE13, London, UK",51.4678886,-0.009316883149856365,"51a-l Lewisham Hill, London, SE13 7EL, United Kingdom",51a-l,,Lewisham Hill,SE13 7EL,London Borough of Lewisham,,Deptford,London,Greater London,England,ENG,United Kingdom,gb,0.95,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
355,"53 Lewisham Hill, SE13, London, UK",51.468265,-0.00911874002234403,"53 Lewisham Hill, London, SE13 7EH, United Kingdom",53,,Lewisham Hill,SE13 7EH,London Borough of Lewisham,,Deptford,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
356,"55 Lewisham Hill, SE13, London, UK",51.4684669,-0.0090223,"55 Lewisham Hill, London, S E13, United Kingdom",55,,Lewisham Hill,S E13,Lewisham,,Blackheath,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
357,"57 Lewisham Hill, SE13, London, UK",51.4684669,-0.0090223,"57 Lewisham Hill, London, S E13, United Kingdom",57,,Lewisham Hill,S E13,Lewisham,,Blackheath,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
358,"Carlton Works, Glengall Grove, Millwall, E14, London, UK",51.4952744,-0.010925,"Glengall Grove, London, E14 3HQ, United Kingdom",,Glengall Grove,Glengall Grove,E14 3HQ,London Borough of Tower Hamlets,,Isle of Dogs,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
359,"Carlton Works, Glengall Grove, Millwall, E14, London, UK",51.4952744,-0.010925,"Glengall Grove, London, E14 3HQ, United Kingdom",,Glengall Grove,Glengall Grove,E14 3HQ,London Borough of Tower Hamlets,,Isle of Dogs,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
360,"309, New Cross Road, New Cross SE14, London, UK",51.4757013,-0.0377214,"GSM Supermarket, 309 New Cross Road, London, SE14 6AS, United Kingdom",309,GSM Supermarket,New Cross Road,SE14 6AS,London Borough of Lewisham,,New Cross,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
361,"Woolwich Road, Charlton, SE10, London, UK",51.48658,0.021832,"Woolwich Road, London, S E10, United Kingdom",,,Woolwich Road,S E10,Greenwich,,Charlton,London,Greater London,England,ENG,United Kingdom,gb,0.3139118181818182,0.3969,0.3969,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
362,"72, Codrington Hill, Forest Hill, SE23, London, UK",51.4482437,-0.0380771,"Codrington Hill, London, SE23 1LP, United Kingdom",,Codrington Hill,Codrington Hill,SE23 1LP,London Borough of Lewisham,,Honor Oak,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
363,"5 Stondon Park, Forest Hill, SE23, London, UK",51.4476945,-0.0415999,"Stondon Park, London, SE23 1JP, United Kingdom",,Stondon Park,Stondon Park,SE23 1JP,London Borough of Lewisham,,Honor Oak,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
364,"24 Codrington Hill, Forest Hill, SE23, London, UK",51.4482437,-0.0380771,"Codrington Hill, London, SE23 1LP, United Kingdom",,Codrington Hill,Codrington Hill,SE23 1LP,London Borough of Lewisham,,Honor Oak,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
365,"14, Glaskin Mews E9, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
366,"Methodist Church, Stebondale Street, Cubitt Town E14. 151-163 Stebondale Street Cubitt Town E14. 100-124 Stebondale Street Cubitt Town E14, London, UK",,,,,,,,,,,,,,,,,,,,,,
367,"North Side, Import Dock, West India Docks E14, London, UK",55.164529,-1.823816,"North Side, Meldon, NE61 3SN, United Kingdom",,,North Side,NE61 3SN,Meldon,NBL,,Meldon,Northumberland,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
368,"Lying at North Side Import Dock, West India Docks E14, London, UK",51.47907895,-0.011145250000004804,"South & North, Greenwich High Road, London, SE10 8NN, United Kingdom",,South & North,Greenwich High Road,SE10 8NN,Royal Borough of Greenwich,,Greenwich,London,Greater London,England,ENG,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
369,"Masters Street E1, London, UK",51.5192999,-0.0409885,"Masters Street, London, E1 3NP, United Kingdom",,Masters Street,Masters Street,E1 3NP,London Borough of Tower Hamlets,,Stepney,London,Greater London,England,ENG,United Kingdom,gb,0.6666666666666667,1,0.6666666666666667,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
370,"Tidey Street E14, London, UK",51.5197637,-0.0216919,"Tidey Street, London, E3 4DD, United Kingdom",,Tidey Street,Tidey Street,E3 4DD,London Borough of Tower Hamlets,,Poplar,London,Greater London,England,ENG,United Kingdom,gb,0.6666666666666667,1,0.6666666666666667,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
371,"St Paul's Way, E3, London, UK",51.5181214,-0.0262533,"St Paul's Way, London, E3 4QA, United Kingdom",,St Paul's Way,St Paul's Way,E3 4QA,London Borough of Tower Hamlets,,Limehouse,London,Greater London,England,ENG,United Kingdom,gb,0.8217391304347826,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
372,"Raine Street, Tower Hamlets, London E1W, London, UK",51.506657,-0.057766,"Raine Street, London, E1W, United Kingdom",,,Raine Street,E1W,Tower Hamlets,,Wapping,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
373,"272 New Cross Road, SE15, London, UK",51.4749024,-0.0396795,"272 New Cross Road, London, S E15, United Kingdom",272,,New Cross Road,S E15,Lewisham,,New Cross Gate,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
374,"Aston Street E14, London, UK",51.5155422,-0.0387041,"Aston Street, London, E14 7NA, United Kingdom",,Aston Street,Aston Street,E14 7NA,London Borough of Tower Hamlets,,Limehouse,London,Greater London,England,ENG,United Kingdom,gb,0.6666666666666667,1,0.6666666666666667,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
375,"West Ferry Road, Millwall E14, London, UK",51.430014549999996,-0.323323672685084,"Quay West Court, Ferry Road, London, TW11 9NH, United Kingdom",,Quay West Court,Ferry Road,TW11 9NH,London Borough of Richmond upon Thames,,Ham,London,Greater London,England,ENG,United Kingdom,gb,0.9,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
376,"Stockholme Street, Rotherhithe, SE16, London, UK",51.5136028,-0.1478907,"Vertice, 16 South Molton Street, London, W1K 5QR, United Kingdom",16,Vertice,South Molton Street,W1K 5QR,Westminster,,Mayfair,London,Greater London,England,ENG,United Kingdom,gb,0.567,1,0.567,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
377,"Samudas Wharf, Manchester Road, Cubitt Town, E14, London, UK",51.5008976,-0.0088069,"Manchester Road, London, E14 9ST, United Kingdom",,Manchester Road,Manchester Road,E14 9ST,London Borough of Tower Hamlets,,Blackwall,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
378,"Samudas Wharf, Manchester Road, Cubitt Town, E14, London, UK",51.5008976,-0.0088069,"Manchester Road, London, E14 9ST, United Kingdom",,Manchester Road,Manchester Road,E14 9ST,London Borough of Tower Hamlets,,Blackwall,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
379,"Samudas Wharf, Manchester Road, Cubitt Town, E14, London, UK",51.5008976,-0.0088069,"Manchester Road, London, E14 9ST, United Kingdom",,Manchester Road,Manchester Road,E14 9ST,London Borough of Tower Hamlets,,Blackwall,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
380,"Leven Street, Poplar, E14, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,,,,https://www.whosonfirst.org/docs/licenses/
381,"St. Leonard's Wharf, Brunswick Road, Poplar E14, London, UK",51.518572,-0.010074,"St Leonard's Wharf, Poplar, London, ENG, United Kingdom",,St Leonard's Wharf,,,Tower Hamlets,,Poplar,London,Greater London,England,ENG,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
382,"Narrow Street, Limehouse, E14, London, UK",51.5096479,-0.0368642,"Narrow Street, London, E14 8DD, United Kingdom",,Narrow Street,Narrow Street,E14 8DD,London Borough of Tower Hamlets,,Limehouse,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
383,"45 Yatton street, Poplar, E14, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
384,"Commercial Rd, Poplar, Greater London E1, London, UK",51.5123002,-0.0294159,"Commercial Road, London, E14 7FL, United Kingdom",,Commercial Road,Commercial Road,E14 7FL,London Borough of Tower Hamlets,,Limehouse,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
385,"583, Commercial Road, Stepney E1, London, UK",51.51336585,-0.04297908389882789,"Two Magpies, 583 Commercial Road, London, E1 0HJ, United Kingdom",583,Two Magpies,Commercial Road,E1 0HJ,London Borough of Tower Hamlets,,Stepney,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
386,"South Side Coal Wharf, Mile End Road E3, London, UK",51.509648,-0.099076,"London, London Ceremonial County, ENG, United Kingdom",,,,,,,,London,Greater London Ceremonial County,England,ENG,United Kingdom,gb,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
387,"Selsey Street E14, London, UK",51.5175543,-0.0245628,"Selsey Street, London, E3 4QA, United Kingdom",,Selsey Street,Selsey Street,E3 4QA,London Borough of Tower Hamlets,,Limehouse,London,Greater London,England,ENG,United Kingdom,gb,0.6666666666666667,1,0.6666666666666667,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
388,"333/339, Mile End Road E1, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
389,"Mile End Road, E, London, UK",51.5230646,-0.0400236,"Mile End Road, London, E1 4FQ, United Kingdom",,Mile End Road,Mile End Road,E1 4FQ,London Borough of Tower Hamlets,,Mile End,London,Greater London,England,ENG,United Kingdom,gb,0.21481310454545452,0.63,0.5670000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
390,"Advance House, Talwin Street, Bromley E3, London, UK",51.5255908,-0.0126333,"Talwin Street, London, E3 3EB, United Kingdom",,Talwin Street,Talwin Street,E3 3EB,London Borough of Tower Hamlets,,Bow,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
391,"94 St.Leonard's Road, Poplar, E14, London, UK",51.5148179,-0.3144409,"St Leonard's Road, London, W13 8QG, United Kingdom",,St Leonard's Road,St Leonard's Road,W13 8QG,London Borough of Ealing,,,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
392,"Tooke Street, Millwall E14, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,,,,https://www.whosonfirst.org/docs/licenses/
393,"11 Tooke Street, Millwall E14, London, UK",51.490135,-0.020035,"Millwall, London, ENG, United Kingdom",,Millwall,,,Tower Hamlets,,Millwall,London,Greater London,England,ENG,United Kingdom,gb,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
394,"St Leonards Road, Poplar, E14, London, UK",51.5137445,-0.3143346,"Saint Leonards Road, London, W13 8BF, United Kingdom",,Saint Leonards Road,Saint Leonards Road,W13 8BF,London Borough of Ealing,,,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
395,"Import Dock, East India Docks, Poplar E14, London, UK",51.37145245000001,-2.378735052027027,"14 Poplar Close, Bath, BA2 2JA, United Kingdom",14,,Poplar Close,BA2 2JA,,BAS,Moorlands,Bath,Bath and North East Somerset,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
396,"St Leonard's Road, Poplar E14, London, UK",51.5136546,-0.0098469,"St Leonard's Road, London, E14 0QY, United Kingdom",,St Leonard's Road,St Leonard's Road,E14 0QY,London Borough of Tower Hamlets,,Poplar,London,Greater London,England,ENG,United Kingdom,gb,0.522,0.7,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
397,"Eastern Dock, 10 Warehouse, London Dock, E1, London, UK",51.536158,-0.12628,"Eastern Coal Drops, London, N1C 4AQ, United Kingdom",,,Eastern Coal Drops,N1C 4AQ,Camden,,King's Cross,London,Greater London,England,ENG,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
398,"St. James' Church, St. James'  Road, Newcross, SE14, London, UK",51.5483579,0.0147604,"St. James' Road, London, E15 1RL, United Kingdom",,St. James' Road,St. James' Road,E15 1RL,London Borough of Newham,,Maryland,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
399,"Commercial Road, Stepney  E1, London, UK",51.5123002,-0.0294159,"Commercial Road, London, E14 7FL, United Kingdom",,Commercial Road,Commercial Road,E14 7FL,London Borough of Tower Hamlets,,Limehouse,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
400,"122 Lewisham High Street, Lewisham SE13, London, UK",51.4617401,-0.0103653,"122 Lewisham High Street, London, S E13, United Kingdom",122,,Lewisham High Street,S E13,Lewisham,,Lewisham,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,,,
401,"Dundee Wharf, Limehouse, E14, London, UK",51.5079717,-0.02970059638053136,"Dundee Wharf, Three Colt Street, London, E14 8AX, United Kingdom",,Dundee Wharf,Three Colt Street,E14 8AX,London Borough of Tower Hamlets,,Limehouse,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
402,"566, Cable Street , Stepney E1, London, UK",51.5113771,-0.0436751,"566 Cable Street, London, E1W 3HB, United Kingdom",566,,Cable Street,E1W 3HB,London Borough of Tower Hamlets,,Stepney,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
403,"24, Maria Street, Millwall E14, London, UK",51.490135,-0.020035,"Millwall, London, ENG, United Kingdom",,Millwall,,,Tower Hamlets,,Millwall,London,Greater London,England,ENG,United Kingdom,gb,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
404,"52 Malabar Street, Millwall, E14, London, UK",51.498559,-0.0233757,"Malabar Street, London, E14 8LY, United Kingdom",,Malabar Street,Malabar Street,E14 8LY,London Borough of Tower Hamlets,,Isle of Dogs,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
405,"733, Old Kent Road, SE15, London, UK",51.4808778,-0.0602094,"733 Old Kent Road, London, S E15, United Kingdom",733,,Old Kent Road,S E15,Southwark,,Peckham,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,,,
406,"Morant St, London, UK
Poplar, Greater London E14, London, UK",51.510135,-0.021884,"Morant Street, London, E14, United Kingdom",,,Morant Street,E14,Tower Hamlets,,Poplar,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
407,"Harford Street, Stepney, E1, London, UK",51.522558,-0.0396063,"Harford Street, London, E1 4RQ, United Kingdom",,Harford Street,Harford Street,E1 4RQ,London Borough of Tower Hamlets,,Mile End,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
408,"13 Laurie Grove, Deptford, SE14, London, UK",51.47475785,-0.03718053613657964,"14 Laurie Grove, London, SE14 6AF, United Kingdom",14,,Laurie Grove,SE14 6AF,London Borough of Lewisham,,New Cross,London,Greater London,England,ENG,United Kingdom,gb,0.1411015221,0.3969,0.3969,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
409,"Town Hall, Newcross, SE14, London, UK",51.438015,-0.048947,"South Road, London, S E14, United Kingdom",,,South Road,S E14,Lewisham,,Forest Hill,London,Greater London,England,ENG,United Kingdom,gb,0.405,1,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
410,"Vesta Road, Newcross, SE14, London, UK",51.4685365,-0.0415265,"Vesta Road, London, SE4 2NJ, United Kingdom",,Vesta Road,Vesta Road,SE4 2NJ,London Borough of Lewisham,,New Cross Gate,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
411,"131 Pepy's Road, Newcross, SE14, London, UK",51.4688405,-0.0437854,"131 Pepys Road, London, S E14, United Kingdom",131,,Pepys Road,S E14,Lewisham,,Brockley,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
412,"129 Pepy's Road, Newcross, SE14, London, UK",51.4689222,-0.0438062,"129 Pepys Road, London, S E14, United Kingdom",129,,Pepys Road,S E14,Lewisham,,Brockley,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
413,"123 Pepy's Road, Newcross, SE14, London, UK",51.4692131,-0.0438585,"123 Pepys Road, London, S E14, United Kingdom",123,,Pepys Road,S E14,Lewisham,,Brockley,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
414,"97 Pepy's Road, Newcross, SE14, London, UK",51.4700686,-0.0440808,"97 Pepys Road, London, S E14, United Kingdom",97,,Pepys Road,S E14,Lewisham,,Brockley,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
415,"23 Pepy's Road, Newcross, SE14, London, UK",51.4729489,-0.045064900000000005,"23 Pepys Road, London, SE14 5SA, United Kingdom",23,,Pepys Road,SE14 5SA,London Borough of Lewisham,,New Cross Gate,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
416,"91 Pepy's Road, Newcross, SE14, London, UK",51.470250750000005,-0.044171919852924194,"91A,91B,91C,91D Pepys Road, London, SE14 5SE, United Kingdom","91A,91B,91C,91D",,Pepys Road,SE14 5SE,London Borough of Lewisham,,New Cross Gate,London,Greater London,England,ENG,United Kingdom,gb,0.6649999999999999,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
417,"53 Stewart Road, Nunhead, SE15, London, UK",51.5525657,-0.0026335774826354297,"53 Stewart Road, London, E15 2BB, United Kingdom",53,,Stewart Road,E15 2BB,London Borough of Waltham Forest,,Temple Mills,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
418,"poplar Docks, Preston Road, Poplar, E14, London, UK",51.417573,-0.24698,"Preston Road, London, United Kingdom",,,Preston Road,,Merton,,Copse Hill,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
419,"21 Pepy's Road, Newcross, SE14, London, UK",51.473009399999995,-0.0450827551139857,"21 Pepys Road, London, SE14 5SA, United Kingdom",21,,Pepys Road,SE14 5SA,London Borough of Lewisham,,New Cross Gate,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
420,"29 Pepy's Road, Newcross, SE14, London, UK",51.4727315,-0.0449922997768122,"29 Pepys Road, London, SE14 5SA, United Kingdom",29,,Pepys Road,SE14 5SA,London Borough of Lewisham,,New Cross Gate,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
421,"Newcross Gate, Newcross, SE14, London, UK",51.461636,0.013025,"Park Gate, London, S E14, United Kingdom",,,Park Gate,S E14,Greenwich,,Kidbrooke,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
422,"104 Skidmore street. Stepney, E1, London, UK",51.516152,-0.046262,"Stepney, London, ENG, United Kingdom",,Stepney,,,Tower Hamlets,,Stepney,London,Greater London,England,ENG,United Kingdom,gb,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
423,"Deptford Church Street, SE8, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.5151515151515151,1,,,,https://www.whosonfirst.org/docs/licenses/
424,"Coutts Rd E.3, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,,,,https://www.whosonfirst.org/docs/licenses/
425,"North Quay, West, India Docks, E14, London, UK",51.5070447,-0.0223725,"North Quay, London, E14 4AL, United Kingdom",,North Quay,North Quay,E14 4AL,London Borough of Tower Hamlets,,Poplar,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
426,"141 Jeringham Road, Newcross SE14, London, UK",51.46988385,-0.04161366758530601,"141 Jerningham Road, London, SE14 5NJ, United Kingdom",141,,Jerningham Road,SE14 5NJ,London Borough of Lewisham,,New Cross Gate,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
427,"150 Jeringham Road, Newcross SE14, London, UK",51.4688924,-0.04341280787401479,"150,150A Jerningham Road, London, SE14 5NL, United Kingdom","150,150A",,Jerningham Road,SE14 5NL,London Borough of Lewisham,,New Cross Gate,London,Greater London,England,ENG,United Kingdom,gb,0.35,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
428,"165 Jeringham Road, Newcross SE14, London, UK",51.46565795,-0.010768655306316656,"The Anchor, 165 Lewisham Road, London, SE13 7PY, United Kingdom",165,The Anchor,Lewisham Road,SE13 7PY,London Borough of Lewisham,,Ladywell,London,Greater London,England,ENG,United Kingdom,gb,0.315,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
429,"Newcross Road, Opposite tram depot, Newcross SE14, London, UK",51.4736737,-0.0573427,"Queens Road Peckham, Station Passage, London, SE15 2JR, United Kingdom",,Queens Road Peckham,Station Passage,SE15 2JR,London Borough of Southwark,,Peckham,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
